id,title,vote_average,popularity,tags
1452,Superman Returns,5.4,57.925623,brandonrouth kevinspacey katebosworth jamesmarsden parkerposey adventure fantasy action sciencefiction savingtheworld dccomics invulnerability sequel superhero basedoncomicbook kryptonite superpowers superhumanstrength lexluthor bryansinger superman returns discover 5year absence allowed lex luthor walk free closest felt abandoned moved on luthor plots ultimate revenge could see millions killed change face planet forever well ridding man steel
10764,Quantum of Solace,6.1,107.928811,danielcraig olgakurylenko mathieuamalric judidench giancarlogiannini adventure action thriller crime killing undercover secretagent britishsecretservice marcforster quantum solace continues adventures james bond casino royale betrayed vesper woman loved 007 fights urge make latest mission personal pursuing determination uncover truth bond m interrogate mr white reveals organization blackmailed vesper far complex dangerous anyone imagined
58,Pirates of the Caribbean: Dead Man's Chest,7.0,145.847379,johnnydepp orlandobloom keiraknightley stellanskarsgrd billnighy adventure fantasy action witch fortuneteller bondage exoticisland monster captain cardgame eastindiatradingcompany compass ship daughter pirate swashbuckler aftercreditsstinger goreverbinski captain jack sparrow works way blood debt ghostly davey jones also attempts avoid eternal damnation
57201,The Lone Ranger,5.9,49.046956,johnnydepp armiehammer williamfichtner helenabonhamcarter jamesbadgedale action adventure western texas horse survivor texasranger partner outlaw escape lawyer train loneranger comanche theloneranger tonto goreverbinski the texas rangers chase gang outlaws led butch cavendish gang ambushes rangers seemingly killing all one survivor found however american indian named tonto nurses back health the ranger donning mask riding white stallion named silver teams tonto bring unscrupulous gang others ilk justice
49521,Man of Steel,6.5,99.398009,henrycavill amyadams michaelshannon kevincostner dianelane action adventure fantasy sciencefiction savingtheworld dccomics superhero basedoncomicbook superhuman alieninvasion reboot superpowers dcextendeduniverse zacksnyder a young boy learns extraordinary powers earth as young man journeys discover came sent do but hero must emerge save world annihilation become symbol hope mankind
2454,The Chronicles of Narnia: Prince Caspian,6.3,53.978602,benbarnes williammoseley annapopplewell skandarkeynes georgiehenley adventure family fantasy basedonnovel fictionalplace brothersisterrelationship lion humanbeing wretch leapintime matteroflifeanddeath faith uncle narnia fantasyworld andrewadamson one year incredible adventures lion witch wardrobe peter edmund lucy susan pevensie return narnia aid young prince whose life threatened evil king miraz now help colorful cast new characters including trufflehunter badger nikabrik dwarf pevensie clan embarks incredible quest ensure narnia returned rightful heir
24428,The Avengers,7.4,144.448633,robertdowneyjr chrisevans markruffalo chrishemsworth scarlettjohansson sciencefiction action adventure newyork shield marvelcomic superhero basedoncomicbook alieninvasion superheroteam aftercreditsstinger duringcreditsstinger marvelcinematicuniverse josswhedon when unexpected enemy emerges threatens global safety security nick fury director international peacekeeping agency known shield finds need team pull world back brink disaster spanning globe daring recruitment effort begins
1865,Pirates of the Caribbean: On Stranger Tides,6.4,135.413856,johnnydepp penlopecruz ianmcshane kevinmcnally geoffreyrush adventure action fantasy sea captain mutiny sword primeminister sailing silver ship duke mermaid pirate soldier battle swashbuckler aftercreditsstinger 3d robmarshall captain jack sparrow crosses paths woman past hes sure love ruthless con artist whos using find fabled fountain youth when forces aboard queen annes revenge ship formidable pirate blackbeard jack finds unexpected adventure know fear more blackbeard woman past
41154,Men in Black 3,6.2,52.035179,willsmith tommyleejones joshbrolin michaelstuhlbarg emmathompson action comedy sciencefiction timetravel timemachine alien fictionalgovernmentagency seeingthefuture changinghistory barrysonnenfeld agents j will smith k tommy lee jones backin time j seen inexplicable things 15 years men black nothing even aliens perplexes much wry reticent partner but ks life fate planet put stake agent j travel back time put things right j discovers secrets universe k never told secrets reveal teams young agent k josh brolin save partner agency future humankind
122917,The Hobbit: The Battle of the Five Armies,7.1,120.965743,martinfreeman ianmckellen richardarmitage kenstott grahammctavish action adventure fantasy corruption elves dwarves orcs middleearthtolkien hobbit dragon battle unlikelyfriendship epicbattle swordandsorcery peterjackson immediately events the desolation smaug bilbo dwarves try defend erebors mountain treasure others claim it men ruined laketown elves mirkwood meanwhile army orcs led azog defiler marching erebor fueled rise dark lord sauron dwarves elves men must unite hope middleearth falls bilbos hands
1930,The Amazing Spider-Man,6.5,89.866276,andrewgarfield emmastone rhysifans denisleary campbellscott action adventure fantasy lossoffather vigilante serum marvelcomic scientificexperiment spiderbite maskedvigilante reboot superpowers geneticengineering socialoutcast duringcreditsstinger marcwebb peter parker outcast high schooler abandoned parents boy leaving raised uncle ben aunt may like teenagers peter trying figure got person today as peter discovers mysterious briefcase belonged father begins quest understand parents disappearance leading directly oscorp lab dr curt connors fathers former partner as spiderman set collision course connors alter ego the lizard peter make lifealtering choices use powers shape destiny become hero
20662,Robin Hood,6.2,37.668301,russellcrowe cateblanchett maxvonsydow williamhurt markstrong action adventure robinhood archer knight sherwoodforest bowandarrow middleages medieval kingofengland ridleyscott when soldier robin happens upon dying robert loxley promises return mans sword family nottingham there assumes roberts identity romances widow marion draws ire towns sheriff king johns henchman godfrey
57158,The Hobbit: The Desolation of Smaug,7.6,94.370564,martinfreeman ianmckellen richardarmitage kenstott grahammctavish adventure fantasy elves dwarves orcs hobbit dragon wizard swordandsorcery peterjackson the dwarves bilbo gandalf successfully escaped misty mountains bilbo gained one ring they continue journey get gold back dragon smaug
2268,The Golden Compass,5.8,42.990906,dakotabluerichards nicolekidman danielcraig samelliott evagreen adventure fantasy england compass experiment lordship uncle polarbear orphan animal basedonyoungadultnovel chrisweitz after overhearing shocking secret precocious orphan lyra belacqua trades carefree existence roaming halls jordan college otherworldly adventure far north unaware part destiny
254,King Kong,6.6,61.22601,naomiwatts jackblack adrienbrody thomaskretschmann colinhanks adventure drama action filmbusiness screenplay showbusiness filmmaking filmproducer exoticisland monster indigenous ship dinosaur peterjackson in 1933 new york overly ambitious movie producer coerces cast hired ship crew travel mysterious skull island encounter kong giant ape immediately smitten leading lady
597,Titanic,7.5,100.025899,katewinslet leonardodicaprio francesfisher billyzane kathybates drama romance thriller shipwreck iceberg ship panic titanic oceanliner epic richwomanpoorman love disaster tragiclove classdifferences imax starcrossedlovers steerage salvage richsnob 3d 1910s jamescameron 84 years later 101yearold woman named rose dewitt bukater tells story granddaughter lizzy calvert brock lovett lewis bodine bobby buell anatoly mikailavich keldysh life set april 10th 1912 ship called titanic young rose boards departing ship upperclass passengers mother ruth dewitt bukater fianc caledon hockley meanwhile drifter artist named jack dawson best friend fabrizio de rossi win thirdclass tickets ship game and explains whole story departure death titanic first last voyage april 15th 1912 220 morning
271110,Captain America: Civil War,7.1,198.372395,chrisevans robertdowneyjr scarlettjohansson sebastianstan anthonymackie adventure action sciencefiction civilwar war marvelcomic sequel superhero basedoncomicbook imax aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d anthonyrusso joerusso following events age ultron collective governments world pass act designed regulate superhuman activity this polarizes opinion amongst avengers causing two factions side iron man captain america causes epic battle former allies
44833,Battleship,5.5,64.928382,taylorkitsch alexanderskarsgrd rihanna brooklyndecker tadanobuasano thriller action adventure sciencefiction fight usnavy mindreading hongkong soccer scientist fictionalwar naval armada battleship navalcombat jdsmyoko lostcommunication taser buoy communicationsexpert jointchiefsofstaff crashlanding jetfighterpilot navylieutenant permissiontomarry ussjohnpauljones basedonboardgame aftercreditsstinger mightymo ussmissouri peterberg when mankind beams radio signal space reply comes planet g form several alien crafts splash waters hawaii lieutenant alex hopper weapons officer assigned uss john paul jones part international naval coalition becomes worlds last hope survival engage hostile alien force unimaginable strength while taking invaders hopper must also try live potential brother fiances father admiral shane expect him
135397,Jurassic World,6.5,418.708552,chrispratt brycedallashoward irrfankhan vincentdonofrio nickrobinson action adventure sciencefiction thriller monster dna tyrannosaurusrex velociraptor island sequel suspense disaster escape dinosaur amusementpark animalattack themepark jurassicpark 3d animalhorror colintrevorrow twentytwo years events jurassic park isla nublar features fully functioning dinosaur theme park jurassic world originally envisioned john hammond
37724,Skyfall,6.9,93.004993,danielcraig judidench javierbardem ralphfiennes naomieharris action adventure thriller spy secretagent sociopath killer artgallery britishsecretservice istanbulturkey imax uzi boobytrap impersonatingapoliceofficer macao sammendes when bonds latest assignment goes gravely wrong agents around world exposed mi6 attacked forcing m relocate agency these events cause authority position challenged gareth mallory new chairman intelligence security committee with mi6 compromised inside out m left one ally trust bond 007 takes shadows aided field agent eve following trail mysterious silva whose lethal hidden motives yet reveal themselves
558,Spider-Man 2,6.7,35.149586,tobeymaguire kirstendunst jamesfranco alfredmolina rosemaryharris action adventure fantasy dualidentity loveofoneslife pizzaboy marvelcomic sequel superhero doctor scientist tentacle death supervillain samraimi peter parker going major identity crisis burned spiderman decides shelve superhero alter ego leaves city suffering wake carnage left evil doc ock in meantime parker still cant act feelings mary jane watson girl hes loved since childhood
68721,Iron Man 3,6.8,77.68208,robertdowneyjr gwynethpaltrow doncheadle guypearce rebeccahall action adventure sciencefiction terrorist waronterror tennessee malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse mandarin 3d warmachine ironpatriot extremis shaneblack when tony starks world torn apart formidable terrorist called mandarin starts odyssey rebuilding retribution
12155,Alice in Wonderland,6.4,78.530105,miawasikowska johnnydepp annehathaway helenabonhamcarter crispinglover family fantasy adventure basedonnovel fictionalplace queen fantasy aliceinwonderland fantasyworld 3d timburton alice unpretentious individual 19yearold betrothed dunce english nobleman at engagement party escapes crowd consider whether go marriage falls hole garden spotting unusual rabbit arriving strange surreal place called underland finds world resembles nightmares child filled talking animals villainous queens knights frumious bandersnatches alice realizes reason conquer horrific jabberwocky restore rightful queen throne
36668,X-Men: The Last Stand,6.3,3.857526,hughjackman halleberry ianmckellen patrickstewart famkejanssen adventure action sciencefiction thriller mutant marvelcomic basedoncomicbook superhuman beast cyclops aftercreditsstinger brettratner when cure found treat mutations lines drawn amongst xmen the brotherhood band powerful mutants organized xaviers former ally magneto
62211,Monsters University,7.0,89.186492,billycrystal johngoodman stevebuscemi helenmirren noahjohnston animation family monster dormitory games animation bestfriend university scary aftercreditsstinger danscanlon a look relationship mike sulley days monsters university necessarily best friends
8373,Transformers: Revenge of the Fallen,6.0,21.939663,shialabeouf meganfox joshduhamel rainnwilson tyresegibson sciencefiction action adventure egypt sun chaos symbol artifact transformers tank robot imax duringcreditsstinger michaelbay sam witwicky leaves autobots behind normal life but mind filled cryptic symbols decepticons target dragged back transformers war
91314,Transformers: Age of Extinction,5.8,116.840296,markwahlberg stanleytucci kelseygrammer nicolapeltz jackreynor sciencefiction action adventure sequel alien transformers giantrobot robot imax transformingrobot michaelbay as humanity picks pieces following conclusion transformers dark moon autobots decepticons vanished face planet however group powerful ingenious businessman scientists attempt learn past transformer incursions push boundaries technology beyond control ancient powerful transformer menace sets earth crosshairs
68728,Oz: The Great and Powerful,5.7,46.985445,jamesfranco milakunis rachelweisz michellewilliams zachbraff fantasy adventure family circus witch magic hope illusion lost magictrick wizard 3d samraimi oscar diggs smalltime circus illusionist conartist whisked kansas land oz inhabitants assume hes great wizard prophecy save oz clutches evil
102382,The Amazing Spider-Man 2,6.5,89.270217,andrewgarfield emmastone jamiefoxx danedehaan campbellscott action adventure fantasy obsession marvelcomic sequel basedoncomicbook electrocution medicalexperiment electricity superpowers marcwebb for peter parker life busy between taking bad guys spiderman spending time person loves gwen stacy high school graduation cannot come quickly enough peter forgotten promise made gwens father protect staying away promise cannot keep things change peter new villain electro emerges old friend harry osborn returns peter uncovers new clues past
20526,TRON: Legacy,6.3,73.79505,garretthedlund jeffbridges oliviawilde bruceboxleitner yayadacosta adventure action sciencefiction artificialintelligence secretidentity computerprogram dystopia computer deception duel motorcycle neonlight autocracy josephkosinski sam flynn techsavvy daring son kevin flynn investigates fathers disappearance pulled the grid with help mysterious program named quorra sam quests stop evil dictator clu crossing real world
49013,Cars 2,5.8,49.98659,owenwilson larrythecableguy michaelcaine emilymortimer johnturturro animation family adventure comedy carrace sequel comedy anthropomorphism bestfriend duringcreditsstinger johnlasseter bradlewis star race car lightning mcqueen pal mater head overseas compete world grand prix race but road championship becomes rocky mater gets caught intriguing adventure own international espionage
44912,Green Lantern,5.1,51.872839,ryanreynolds blakelively petersarsgaard timrobbins markstrong adventure action thriller sciencefiction dccomics transformation superhero alien alieninfection magicalobject protector superpowers origin 3d martincampbell for centuries small powerful force warriors called green lantern corps sworn keep intergalactic order each green lantern wears ring grants superpowers but new enemy called parallax threatens destroy balance power universe fate fate earth lie hands first human ever recruited
10193,Toy Story 3,7.6,59.995418,tomhanks timallen nedbeatty joancusack michaelkeaton animation family comedy hostage college toy barbie animation escape daycare teddybear duringcreditsstinger toycomestolife personification inanimateobjectscomingtolife toystory leeunkrich woody buzz rest andys toys played years with andy go college gang find accidentally left nefarious day care center the toys must band together escape return home andy
534,Terminator Salvation,5.9,71.862892,christianbale samworthington antonyelchin moonbloodgood brycedallashoward action sciencefiction thriller savingtheworld artificialintelligence prophecy sanfrancisco cyborg killerrobot gasstation postapocalyptic dystopia army firearm wartime losangeles mcg all grown postapocalyptic 2018 john connor must lead resistance humans increasingly dominating militaristic robots but marcus wright appears existence confuses mission connor tries determine whether wright come future past whether hes friend foe
168259,Furious 7,7.3,102.322217,vindiesel paulwalker dwaynejohnson michellerodriguez tyresegibson action carrace speed revenge suspense car race musclecar jameswan deckard shaw seeks revenge dominic toretto family comatose brother
72190,World War Z,6.7,81.834855,bradpitt mireilleenos abigailhargrove sterlingjerins jamesbadgedale action drama horror sciencefiction thriller dystopia apocalypse zombie nuclearweapons multipleperspectives zombieapocalypse marcforster life former united nations investigator gerry lane family seems content suddenly world plagued mysterious infection turning whole human populations rampaging mindless zombies after barely escaping chaos lane persuaded go mission investigate disease what follows perilous trek around world lane must brave horrific dangers long odds find answers human civilization falls
127585,X-Men: Days of Future Past,7.5,118.078691,hughjackman jamesmcavoy michaelfassbender jenniferlawrence halleberry action adventure fantasy sciencefiction 1970s mutant timetravel marvelcomic basedoncomicbook superhuman storm beast aftercreditsstinger changingthepastorfuture bryansinger the ultimate xmen ensemble fights war survival species across two time periods join forces younger selves epic battle must change past save future
54138,Star Trek Into Darkness,7.4,78.291018,chrispine zacharyquinto zoesaldana karlurban simonpegg action adventure sciencefiction spacecraft friendship sequel futuristic space alien imax spaceopera terroristbombing 3d jjabrams when crew enterprise called back home find unstoppable force terror within organization detonated fleet everything stands for leaving world state crisis with personal score settle captain kirk leads manhunt warzone world capture one man weapon mass destruction as heroes propelled epic chess game life death love challenged friendships torn apart sacrifices must made family kirk left crew
81005,Jack the Giant Slayer,5.5,43.349855,nicholashoult eleanortomlinson ewanmcgregor stanleytucci ianmcshane action family fantasy basedonfairytale giant bryansinger the story ancient war reignited young farmhand unwittingly opens gateway world fearsome race giants unleashed earth first time centuries giants strive reclaim land lost forcing young man jack battle life stop them fighting kingdom people love brave princess comes face face unstoppable warriors thought existed legendand gets chance become legend himself
64682,The Great Gatsby,7.3,61.196071,leonardodicaprio tobeymaguire careymulligan joeledgerton elizabethdebicki drama romance basedonnovel infidelity obsession hope 3d bazluhrmann an adaptation f scott fitzgeralds long islandset novel midwesterner nick carraway lured lavish world neighbor jay gatsby soon enough however carraway see cracks gatsbys nouveau riche existence obsession madness tragedy await
9543,Prince of Persia: The Sands of Time,6.2,62.169881,jakegyllenhaal gemmaarterton benkingsley alfredmolina stevetoussaint adventure fantasy action romance persia sandstorm brotheragainstbrother armageddon regent basedonvideogame mikenewell a rogue prince reluctantly joins forces mysterious princess together race dark forces safeguard ancient dagger capable releasing sands time gift gods reverse time allow possessor rule world
68726,Pacific Rim,6.7,56.523205,idriselba charliehunnam charlieday ronperlman burngorman action sciencefiction adventure dystopia giantrobot giantmonster apocalypse imax duringcreditsstinger 3d guillermodeltoro when legions monstrous creatures known kaiju started rising sea war began would take millions lives consume humanitys resources years end to combat giant kaiju special type weapon devised massive robots called jaegers controlled simultaneously two pilots whose minds locked neural bridge but even jaegers proving nearly defenseless face relentless kaiju on verge defeat forces defending mankind choice turn two unlikely heroesa washedup former pilot charlie hunnam untested trainee rinko kikuchiwho teamed drive legendary seemingly obsolete jaeger past together stand mankinds last hope mounting apocalypse
38356,Transformers: Dark of the Moon,6.1,28.529607,shialabeouf johnmalkovich kenjeong francesmcdormand joshduhamel action sciencefiction adventure moon spacecraft traitor bodyguard alienplanet basedoncartoon transformers giantrobot sabotage worddomination commando duringcreditsstinger michaelbay sam witwicky takes first tenuous steps adulthood remaining reluctant human ally autobotleader optimus prime the film centers around space race ussr usa suggesting hidden transformers role remains one planets dangerous secrets
217,Indiana Jones and the Kingdom of the Crystal Skull,5.7,75.674458,harrisonford cateblanchett shialabeouf raywinstone karenallen adventure action savingtheworld riddle whip treasure mexicocity leatherjacket machinegun alienphenomenons mayacivilization peru treasurehunt nuclearexplosion refrigerator archaeologist indianajones archeology stevenspielberg set cold war soviets led swordwielding irina spalko search crystal skull supernatural powers related mystical lost city gold after captured escaping them indy coerced head peru behest young man whose friend indys colleague professor oxley captured knowledge skulls whereabouts
105864,The Good Dinosaur,6.6,51.692953,raymondochoa jackbright jeffreywright francesmcdormand maleahnipaypadilla adventure animation family tyrannosaurusrex friends alternatehistory dinosaur fear storm nature human journey petersohn an epic journey world dinosaurs apatosaurus named arlo makes unlikely human friend
62177,Brave,6.7,125.114374,kellymacdonald juliewalters billyconnolly emmathompson kevinmckidd animation adventure comedy family action fantasy scotland rebel bravery kingdom archer wish bear scot rebelliousdaughter turnsintoanimal archery ruins aftercreditsstinger peaceoffering womandirector courage 3d brendachapman markandrews stevepurcell brave set mystical scottish highlands mrida princess kingdom ruled king fergus queen elinor an unruly daughter accomplished archer mrida one day defies sacred custom land inadvertently brings turmoil kingdom in attempt set things right mrida seeks eccentric old wise woman granted illfated wish also figuring mridas quest serving comic relief kingdoms three lords enormous lord macguffin surly lord macintosh disagreeable lord dingwall
188927,Star Trek Beyond,6.6,65.352913,chrispine zacharyquinto karlurban simonpegg zoesaldana action adventure sciencefiction sequel stranded hatred spaceopera justinlin the uss enterprise crew explores furthest reaches uncharted space encounter mysterious new enemy puts everything federation stands test
10681,WALL·E,7.8,66.390712,benburtt elissaknight jeffgarlin fredwillard johnratzenberger animation family romanticcomedy andrewstanton walle last robot left earth overrun garbage humans fled outer space for 700 years continued try clean mess developed rather interesting humanlike qualities when ship arrives sleek new type robot walle thinks hes finally found friend stows away ship leaves
5174,Rush Hour 3,6.1,22.57178,christucker jackiechan hiroyukisanada maxvonsydow yvanattal action comedy crime thriller ambassador brettratner after attempted assassination ambassador han inspector lee detective carter back action head paris protect french woman knowledge triads secret leaders lee also holds secret meetings united nations authority personal struggles chinese criminal mastermind named kenji reveals lees longlostbrother
14161,2012,5.6,45.274225,johncusack amandapeet chiwetelejiofor thandienewton oliverplatt action adventure sciencefiction civilization naturaldisaster endoftheworld disaster apocalypse destruction volcaniceruption mayan ark solar destructionofmankind rolandemmerich dr adrian helmsley part worldwide geophysical team investigating effect earth radiation unprecedented solar storms learns earths core heating up he warns us president thomas wilson crust earth becoming unstable without proper preparations saving fraction worlds population entire race doomed meanwhile writer jackson curtis stumbles information while worlds leaders race build arks escape impending cataclysm curtis struggles find way save family meanwhile volcanic eruptions earthquakes unprecedented strength wreak havoc around world
17979,A Christmas Carol,6.6,39.744242,garyoldman jimcarrey stevevalentine darylsabara sageryan animation drama holiday basedonnovel victorianengland money christmaseve scrooge christmascarol ghost lesson charlesdickens christmas robertzemeckis miser ebenezer scrooge awakened christmas eve spirits reveal miserable existence opportunities wasted youth current cruelties dire fate awaits change ways scrooge faced story growing bitterness meanness must decide future hold death redemption
76757,Jupiter Ascending,5.2,85.36908,milakunis channingtatum seanbean eddieredmayne douglasbooth sciencefiction fantasy action adventure jupiter space womandirector 3d interspeciesromance lillywachowski lanawachowski in universe human genetic material precious commodity impoverished young earth woman becomes key strategic maneuvers internal strife within powerful dynasty
258489,The Legend of Tarzan,5.5,42.741719,alexanderskarsgrd margotrobbie christophwaltz samuelljackson djimonhounsou action adventure africa feralchild tarzan jungle animalattack davidyates tarzan acclimated life london called back former home jungle investigate activities mining encampment
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,67.391328,williammoseley annapopplewell skandarkeynes georgiehenley liamneeson adventure family fantasy savingtheworld witch basedonnovel brothersisterrelationship selfsacrifice winter cupboard beaver lion fairytalefigure battle narnia fantasyworld duringcreditsstinger andrewadamson siblings lucy edmund susan peter step magical wardrobe find land narnia there discover charming peaceful kingdom plunged eternal winter evil white witch jadis aided wise magnificent lion aslan children lead narnia spectacular climactic battle free witchs glacial powers forever
246655,X-Men: Apocalypse,6.4,139.272042,jamesmcavoy michaelfassbender jenniferlawrence nicholashoult oscarisaac sciencefiction mutant supernaturalpowers marvelcomic superhero basedoncomicbook superhuman apocalypse superheroteam worlddomination aftercreditsstinger 1980s bryansinger after reemergence worlds first mutant worlddestroyer apocalypse xmen must unite defeat extinction level plan
155,The Dark Knight,8.2,187.322927,christianbale heathledger aaroneckhart michaelcaine maggiegyllenhaal drama action crime thriller dccomics crimefighter secretidentity scarecrow sadism chaos gothamcity vigilante joker superhero basedoncomicbook tragichero organizedcrime criminalmastermind districtattorney imax supervillain superpowers batman christophernolan batman raises stakes war crime with help lt jim gordon district attorney harvey dent batman sets dismantle remaining criminal organizations plague streets the partnership proves effective soon find prey reign chaos unleashed rising criminal mastermind known terrified citizens gotham joker
14160,Up,7.7,92.201962,edasner christopherplummer jordannagai bobpeterson delroylindo animation comedy family adventure agedifference centralandsouthamerica balloon animation floatingintheair duringcreditsstinger exploring petedocter carl fredricksen spent entire life dreaming exploring globe experiencing life fullest but age 78 life seems passed by twist fate and persistent 8year old wilderness explorer named russell gives new lease life
15512,Monsters vs Aliens,6.0,36.167578,sethrogen reesewitherspoon hughlaurie paulrudd kiefersutherland animation family adventure sciencefiction alien giantrobot duringcreditsstinger conradvernon robletterman when susan murphy unwittingly clobbered meteor full outer space gunk wedding day mysteriously grows 49feet11inches the military jumps action captures susan secreting away covert government compound she renamed ginormica placed confinement ragtag group monsters
1726,Iron Man,7.4,120.725053,robertdowneyjr terrencehoward jeffbridges shauntoub gwynethpaltrow action sciencefiction adventure middleeast armsdealer malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse counterterrorism agentcoulson jonfavreau after held captive afghan cave billionaire engineer tony stark creates unique weaponized suit armor fight evil
44826,Hugo,7.0,32.319043,benkingsley sachabaroncohen asabutterfield chlogracemoretz raywinstone adventure drama family library clock filmdirector key toy boy love orphan robot automaton hiding filmmaking legbrace doberman 3d martinscorsese hugo orphan boy living walls train station 1930s paris he learned fix clocks gadgets father uncle puts use keeping train station clocks running the thing left connects dead father automaton mechanical man work without special key hugo needs find unlock secret believes contains on adventures meets shopkeeper george melies works train station adventureseeking goddaughter hugo finds surprising connection father automaton discovers unlocks memories old man buried inside regarding past
8487,Wild Wild West,5.1,40.748915,willsmith kevinkline kennethbranagh salmahayek memmetwalsh action adventure comedy sciencefiction western steampunk basedontvseries steamlocomotive drag barrysonnenfeld legless southern inventor dr arliss loveless plans rekindle civil war assassinating president us grant only two men stop him gunfighter james west masterofdisguise inventor artemus gordon the two must team thwart loveless plans
1735,The Mummy: Tomb of the Dragon Emperor,5.2,60.034162,brendanfraser jetli johnhannah mariabello lukeford adventure action fantasy robcohen archaeologist rick oconnell travels china pitting emperor 2000yearold han dynasty whos returned dead pursue quest world domination this time oconnell enlists help wife son quash socalled dragon emperor abuse supernatural power
297761,Suicide Squad,5.9,90.23792,willsmith margotrobbie joelkinnaman violadavis jaredleto action adventure crime fantasy sciencefiction dccomics shareduniverse antihero secretmission villain superhero supervillain dcextendeduniverse davidayer from dc comics comes suicide squad antihero team incarcerated supervillains act deniable assets united states government undertaking highrisk black ops missions exchange commuted prison sentences
